Anno;ateco_UL_2007_2cifre;descriz_ateco_UL_2007_2cifre;ateco_UL_2007_5cifre;descriz_ateco_UL_2007-5cifre;N.unità locali;N.addetti_UL
2007;86;ASSISTENZA SANITARIA;86901;Laboratori di analisi cliniche, laboratori radiografici ed altri centri di diagnostica per immagini;270;1003,56
2007;86;ASSISTENZA SANITARIA;86902;Attività paramediche indipendenti;1101;1718,29
2007;86;ASSISTENZA SANITARIA;86903;Attività svolta da psicologi;1596;1618,12
2007;86;ASSISTENZA SANITARIA;86904;Servizi di ambulanza, delle banche del sangue e altri servizi sanitari nca;34;154,75
2007;87;SERVIZI DI ASSISTENZA SOCIALE RESIDENZIALE;87100;Strutture di assistenza infermieristica residenziale per anziani;39;1259,72
2007;87;SERVIZI DI ASSISTENZA SOCIALE RESIDENZIALE;87200;Strutture di assistenza residenziale per persone affette da ritardi mentali, disturbi mentali o che abusano di sostanze stupefacenti;2;2
2007;87;SERVIZI DI ASSISTENZA SOCIALE RESIDENZIALE;87300;Strutture di assistenza residenziale per anziani e disabili;79;1719,15
2007;87;SERVIZI DI ASSISTENZA SOCIALE RESIDENZIALE;87900;Altre strutture di assistenza sociale residenziale;13;497,22
2007;88;ASSISTENZA SOCIALE NON RESIDENZIALE;88100;Assistenza sociale non residenziale per anziani e disabili;171;2341,35
2007;88;ASSISTENZA SOCIALE NON RESIDENZIALE;88910;Servizi di asili nido e assistenza diurna per minori disabili;36;235,24
2007;88;ASSISTENZA SOCIALE NON RESIDENZIALE;88990;Altre attività di assistenza sociale non residenziale nca;17;252,33
2007;90;ATTIVITÀ CREATIVE, ARTISTICHE E DI INTRATTENIMENTO;90010;Rappresentazioni artistiche;1806;2405,46
2007;90;ATTIVITÀ CREATIVE, ARTISTICHE E DI INTRATTENIMENTO;90020;Attività di supporto alle rappresentazioni artistiche;396;608,02
2007;90;ATTIVITÀ CREATIVE, ARTISTICHE E DI INTRATTENIMENTO;90030;Creazioni artistiche e letterarie;986;1352,97
2007;90;ATTIVITÀ CREATIVE, ARTISTICHE E DI INTRATTENIMENTO;90040;Gestione di teatri, sale da concerto e altre strutture artistiche;53;347,73
2007;91;ATTIVITÀ DI BIBLIOTECHE, ARCHIVI, MUSEI ED ALTRE ATTIVITÀ CULTURALI;91010;Attività di biblioteche ed archivi;27;239,31
2007;91;ATTIVITÀ DI BIBLIOTECHE, ARCHIVI, MUSEI ED ALTRE ATTIVITÀ CULTURALI;91020;Attività di musei;3;6,33
2007;91;ATTIVITÀ DI BIBLIOTECHE, ARCHIVI, MUSEI ED ALTRE ATTIVITÀ CULTURALI;91040;Attività degli orti botanici, dei giardini zoologici e delle riserve naturali;2;2
2007;92;ATTIVITÀ RIGUARDANTI LE LOTTERIE, LE SCOMMESSE, LE CASE DA GIOCO;92000;Attività riguardanti le lotterie, le scommesse, le case da gioco;105;821,19
2007;93;ATTIVITÀ SPORTIVE, DI INTRATTENIMENTO E DI DIVERTIMENTO;93111;Gestione di stadi;1;1
2007;93;ATTIVITÀ SPORTIVE, DI INTRATTENIMENTO E DI DIVERTIMENTO;93112;Gestione di piscine;8;18,09
2007;93;ATTIVITÀ SPORTIVE, DI INTRATTENIMENTO E DI DIVERTIMENTO;93113;Gestione di impianti sportivi polivalenti;36;175,17
2007;93;ATTIVITÀ SPORTIVE, DI INTRATTENIMENTO E DI DIVERTIMENTO;93119;Gestione di altri impianti sportivi nca;60;321,58
2007;93;ATTIVITÀ SPORTIVE, DI INTRATTENIMENTO E DI DIVERTIMENTO;93120;Attività di club sportivi;36;346,62
2007;93;ATTIVITÀ SPORTIVE, DI INTRATTENIMENTO E DI DIVERTIMENTO;93130;Gestione di palestre;134;337,94
2007;93;ATTIVITÀ SPORTIVE, DI INTRATTENIMENTO E DI DIVERTIMENTO;93191;Enti e organizzazioni sportive, promozione di eventi sportivi;89;296,76
2007;93;ATTIVITÀ SPORTIVE, DI INTRATTENIMENTO E DI DIVERTIMENTO;93199;Altre attività sportive nca;76;86,45
2007;93;ATTIVITÀ SPORTIVE, DI INTRATTENIMENTO E DI DIVERTIMENTO;93210;Parchi di divertimento e parchi tematici;7;26,58
2007;93;ATTIVITÀ SPORTIVE, DI INTRATTENIMENTO E DI DIVERTIMENTO;93291;Discoteche, sale da ballo night-club e simili;98;505,47
2007;93;ATTIVITÀ SPORTIVE, DI INTRATTENIMENTO E DI DIVERTIMENTO;93292;Gestione di stabilimenti balneari: marittimi, lacuali e fluviali;10;41,31
2007;93;ATTIVITÀ SPORTIVE, DI INTRATTENIMENTO E DI DIVERTIMENTO;93293;Sale giochi e biliardi;26;115,75
2007;93;ATTIVITÀ SPORTIVE, DI INTRATTENIMENTO E DI DIVERTIMENTO;93299;Altre attività di intrattenimento e di divertimento nca;363;704,74
2007;95;RIPARAZIONE DI COMPUTER E DI BENI PER USO PERSONALE E PER LA CASA;95110;Riparazione e manutenzione di computer e periferiche;134;645,36
2007;95;RIPARAZIONE DI COMPUTER E DI BENI PER USO PERSONALE E PER LA CASA;95120;Riparazione e manutenzione di apparecchiature per le comunicazioni;100;304,18
2007;95;RIPARAZIONE DI COMPUTER E DI BENI PER USO PERSONALE E PER LA CASA;95210;Riparazione di prodotti elettronici di consumo audio e video;55;115,4
2007;95;RIPARAZIONE DI COMPUTER E DI BENI PER USO PERSONALE E PER LA CASA;95220;Riparazione di elettrodomestici e di articoli per la casa e il giardinaggio;85;237,57
2007;95;RIPARAZIONE DI COMPUTER E DI BENI PER USO PERSONALE E PER LA CASA;95230;Riparazione di calzature e articoli da viaggio in pelle, cuoio o in altri materiali simili;181;229,12
2007;95;RIPARAZIONE DI COMPUTER E DI BENI PER USO PERSONALE E PER LA CASA;95240;Riparazione di mobili e di oggetti di arredamento;82;121
2007;95;RIPARAZIONE DI COMPUTER E DI BENI PER USO PERSONALE E PER LA CASA;95250;Riparazione di orologi e di gioielli;124;201,83
2007;95;RIPARAZIONE DI COMPUTER E DI BENI PER USO PERSONALE E PER LA CASA;95290;Riparazione di altri beni per uso personale e per la casa;446;779,34
2007;96;ALTRE ATTIVITÀ DI SERVIZI PER LA PERSONA;96011;Attività delle lavanderie industriali;49;165,08
2007;96;ALTRE ATTIVITÀ DI SERVIZI PER LA PERSONA;96012;Altre lavanderie, tintorie;713;1081,17
2007;96;ALTRE ATTIVITÀ DI SERVIZI PER LA PERSONA;96020;Servizi degli acconciatori, manicure, pedicure e trattamenti estetici;3012;7279,56
2007;96;ALTRE ATTIVITÀ DI SERVIZI PER LA PERSONA;96030;Servizi di pompe funebri e attività connesse;74;313,36
2007;96;ALTRE ATTIVITÀ DI SERVIZI PER LA PERSONA;96041;Servizi di centri per il benessere fisico (esclusi gli stabilimenti termali);341;837,67
2007;96;ALTRE ATTIVITÀ DI SERVIZI PER LA PERSONA;96042;Stabilimenti termali;3;7
2007;96;ALTRE ATTIVITÀ DI SERVIZI PER LA PERSONA;96090;Altre attività di servizi per la persona nca;670;2420,69
2008;6;ESTRAZIONE DI PETROLIO GREGGIO E DI GAS NATURALE;6200;Estrazione di gas naturale;3;1101,07
2008;7;ESTRAZIONE DI MINERALI METALLIFERI;7290;Estrazione di altri minerali metalliferi non ferrosi;1;1
2008;8;ALTRE ATTIVITÀ DI ESTRAZIONE DI MINERALI DA CAVE E MINIERE;8110;Estrazione di pietre ornamentali e da costruzione, calcare, pietra da gesso, creta e ardesia;6;28,3
2008;8;ALTRE ATTIVITÀ DI ESTRAZIONE DI MINERALI DA CAVE E MINIERE;8120;"Estrazione di ghiaia, sabbia; estrazione di argille e caolino";17;92,15
2008;8;ALTRE ATTIVITÀ DI ESTRAZIONE DI MINERALI DA CAVE E MINIERE;8930;Estrazione di sale;1;1
2008;8;ALTRE ATTIVITÀ DI ESTRAZIONE DI MINERALI DA CAVE E MINIERE;8990;Estrazione di altri minerali nca;5;27,89
2008;9;ATTIVITÀ DEI SERVIZI DI SUPPORTO ALL'ESTRAZIONE;9100;Attività di supporto all'estrazione di petrolio e di gas naturale;4;39,6
2008;10;INDUSTRIE ALIMENTARI;10110;Produzione di carne non di volatili e di prodotti della macellazione (attività dei mattatoi);11;24,62
2008;10;INDUSTRIE ALIMENTARI;10130;Produzione di prodotti a base di carne (compresa la carne di volatili);13;40,94
2008;10;INDUSTRIE ALIMENTARI;10200;Lavorazione e conservazione di pesce, crostacei e molluschi mediante surgelamento, salatura eccetera;3;58,78
2008;10;INDUSTRIE ALIMENTARI;10310;Lavorazione e conservazione delle patate;1;1,15
2008;10;INDUSTRIE ALIMENTARI;10320;Produzione di succhi di frutta e di ortaggi;3;4,36
2008;10;INDUSTRIE ALIMENTARI;10390;Lavorazione e conservazione di frutta e di ortaggi (esclusi i succhi di frutta e di ortaggi);10;30,88
2008;10;INDUSTRIE ALIMENTARI;10411;Produzione di olio di oliva da olive prevalentemente non di produzione propria;2;4
2008;10;INDUSTRIE ALIMENTARI;10420;Produzione di margarina e di grassi commestibili simili;1;1,02
2008;10;INDUSTRIE ALIMENTARI;10511;Trattamento igienico del latte;2;4,83
2008;10;INDUSTRIE ALIMENTARI;10512;Produzione dei derivati del latte;17;853,63
2008;10;INDUSTRIE ALIMENTARI;10520;Produzione di gelati senza vendita diretta al pubblico;12;55,42
2008;10;INDUSTRIE ALIMENTARI;10611;Molitura del frumento;1;1
2008;10;INDUSTRIE ALIMENTARI;10613;Lavorazione del riso;4;72,33
2008;10;INDUSTRIE ALIMENTARI;10620;Produzione di amidi e di prodotti amidacei (compresa produzione di olio di mais);2;108,31
2008;10;INDUSTRIE ALIMENTARI;10711;Produzione di prodotti di panetteria freschi;484;1928,94
2008;10;INDUSTRIE ALIMENTARI;10712;Produzione di pasticceria fresca;78;333,67
2008;10;INDUSTRIE ALIMENTARI;10720;"Produzione di fette biscottate, biscotti; prodotti di pasticceria conservati";14;473,89
2008;10;INDUSTRIE ALIMENTARI;10730;Produzione di paste alimentari, di cuscus e di prodotti farinacei simili;41;93,76
2008;10;INDUSTRIE ALIMENTARI;10810;Produzione di zucchero;1;1
2008;10;INDUSTRIE ALIMENTARI;10820;Produzione di cacao in polvere, cioccolato, caramelle e confetterie;23;1620,77
2008;10;INDUSTRIE ALIMENTARI;10830;Lavorazione del tè e del caffè;21;103,73
2008;10;INDUSTRIE ALIMENTARI;10840;Produzione di condimenti e spezie;5;62,27
2008;10;INDUSTRIE ALIMENTARI;10850;Produzione di pasti e piatti pronti (preparati, conditi, cucinati e confezionati);17;50,73
2008;10;INDUSTRIE ALIMENTARI;10860;Produzione di preparati omogeneizzati e di alimenti dietetici;11;110,52
2008;10;INDUSTRIE ALIMENTARI;10890;Produzione di altri prodotti alimentari nca;52;374,56
2008;10;INDUSTRIE ALIMENTARI;10910;Produzione di mangimi per l'alimentazione degli animali da allevamento;3;77,3
2008;10;INDUSTRIE ALIMENTARI;10920;Produzione di prodotti per l'alimentazione degli animali da compagnia;2;2,92
2008;11;INDUSTRIA DELLE BEVANDE;11010;Distillazione, rettifica e miscelatura degli alcolici;9;305,56
2008;11;INDUSTRIA DELLE BEVANDE;11021;Produzione di vini da tavola e v.p.q.r.d.;7;10,28
2008;11;INDUSTRIA DELLE BEVANDE;11022;Produzione di vino spumante e altri vini speciali;1;5,2
2008;11;INDUSTRIA DELLE BEVANDE;11050;Produzione di birra;2;402,38
2008;11;INDUSTRIA DELLE BEVANDE;11070;Industria delle bibite analcoliche, delle acque minerali e di altre acque in bottiglia;10;818,79
2008;13;INDUSTRIE TESSILI;13100;Preparazione e filatura di fibre tessili;30;248,4
2008;13;INDUSTRIE TESSILI;13200;Tessitura;38;417,34
2008;13;INDUSTRIE TESSILI;13300;Finissaggio dei tessili;30;230,45
2008;13;INDUSTRIE TESSILI;13910;Fabbricazione di tessuti a maglia;16;56,63
2008;13;INDUSTRIE TESSILI;13921;Confezionamento di biancheria da letto, da tavola e per l'arredamento;76;251,66
2008;13;INDUSTRIE TESSILI;13922;Fabbricazione di articoli in materie tessili nca;53;127,17
2008;13;INDUSTRIE TESSILI;13930;Fabbricazione di tappeti e moquette;2;3,17
2008;13;INDUSTRIE TESSILI;13940;Fabbricazione di spago, corde, funi e reti;5;21,25
2008;13;INDUSTRIE TESSILI;13950;Fabbricazione di tessuti non tessuti e di articoli in tali materie, esclusi gli articoli di abbigliamento;8;111,76
2008;13;INDUSTRIE TESSILI;13961;Fabbricazione di nastri, etichette e passamanerie di fibre tessili;13;91,38
2008;13;INDUSTRIE TESSILI;13962;Fabbricazione di altri articoli tessili tecnici ed industriali;48;117,59
2008;13;INDUSTRIE TESSILI;13991;Fabbricazione di ricami;24;65,35
2008;13;INDUSTRIE TESSILI;13992;Fabbricazione di tulle, pizzi e merletti;3;36,16
2008;13;INDUSTRIE TESSILI;13999;Fabbricazione di feltro e articoli tessili diversi;3;3
2008;14;"CONFEZIONE DI ARTICOLI DI ABBIGLIAMENTO; CONFEZIONE DI ARTICOLI IN PELLE E PELLICCIA";14110;Confezione di abbigliamento in pelle e similpelle;24;59,64
2008;14;"CONFEZIONE DI ARTICOLI DI ABBIGLIAMENTO; CONFEZIONE DI ARTICOLI IN PELLE E PELLICCIA";14120;Confezione di camici, divise ed altri indumenti da lavoro;21;128,5
2008;14;"CONFEZIONE DI ARTICOLI DI ABBIGLIAMENTO; CONFEZIONE DI ARTICOLI IN PELLE E PELLICCIA";14131;Confezione in serie di abbigliamento esterno;406;1577,64
2008;14;"CONFEZIONE DI ARTICOLI DI ABBIGLIAMENTO; CONFEZIONE DI ARTICOLI IN PELLE E PELLICCIA";14132;Sartoria e confezione su misura di abbigliamento esterno;201;488,36
2008;14;"CONFEZIONE DI ARTICOLI DI ABBIGLIAMENTO; CONFEZIONE DI ARTICOLI IN PELLE E PELLICCIA";14140;Confezione di camice, T-shirt, corsetteria e altra biancheria intima;90;323,29
2008;14;"CONFEZIONE DI ARTICOLI DI ABBIGLIAMENTO; CONFEZIONE DI ARTICOLI IN PELLE E PELLICCIA";14191;Confezioni varie e accessori per l'abbigliamento;223;676,01
2008;14;"CONFEZIONE DI ARTICOLI DI ABBIGLIAMENTO; CONFEZIONE DI ARTICOLI IN PELLE E PELLICCIA";14192;Confezioni di abbigliamento sportivo o indumenti particolari;64;416,18
2008;14;"CONFEZIONE DI ARTICOLI DI ABBIGLIAMENTO; CONFEZIONE DI ARTICOLI IN PELLE E PELLICCIA";14200;Confezione di articoli in pelliccia;90;190,09
2008;14;"CONFEZIONE DI ARTICOLI DI ABBIGLIAMENTO; CONFEZIONE DI ARTICOLI IN PELLE E PELLICCIA";14310;Fabbricazione di articoli di calzetteria in maglia;11;44,32
2008;14;"CONFEZIONE DI ARTICOLI DI ABBIGLIAMENTO; CONFEZIONE DI ARTICOLI IN PELLE E PELLICCIA";14390;Fabbricazione di pullover, cardigan ed altri articoli simili a maglia;86;226,09
2008;15;FABBRICAZIONE DI ARTICOLI IN PELLE E SIMILI;15110;"Preparazione e concia del cuoio e pelle; preparazione e tintura di pellicce";9;20,71
2008;15;FABBRICAZIONE DI ARTICOLI IN PELLE E SIMILI;15120;Fabbricazione di articoli da viaggio, borse e simili, pelletteria e selleria;257;1537,7
2008;15;FABBRICAZIONE DI ARTICOLI IN PELLE E SIMILI;15201;Fabbricazione di calzature;76;393,66
2008;15;FABBRICAZIONE DI ARTICOLI IN PELLE E SIMILI;15202;Fabbricazione di parti in cuoio per calzature;13;36,17
2008;16;"INDUSTRIA DEL LEGNO E DEI PRODOTTI IN LEGNO E SUGHERO, ESCLUSI I MOBILI; FABBRICAZIONE DI ARTICOLI IN PAGLIA E MATERIALI DA INTRECCIO";16100;Taglio e piallatura del legno;50;81,97
2008;16;"INDUSTRIA DEL LEGNO E DEI PRODOTTI IN LEGNO E SUGHERO, ESCLUSI I MOBILI; FABBRICAZIONE DI ARTICOLI IN PAGLIA E MATERIALI DA INTRECCIO";16210;Fabbricazione di fogli da impiallacciatura e di pannelli a base di legno;24;46,08
2008;16;"INDUSTRIA DEL LEGNO E DEI PRODOTTI IN LEGNO E SUGHERO, ESCLUSI I MOBILI; FABBRICAZIONE DI ARTICOLI IN PAGLIA E MATERIALI DA INTRECCIO";16220;Fabbricazione di pavimenti in parquet assemblato;2;2
2008;16;"INDUSTRIA DEL LEGNO E DEI PRODOTTI IN LEGNO E SUGHERO, ESCLUSI I MOBILI; FABBRICAZIONE DI ARTICOLI IN PAGLIA E MATERIALI DA INTRECCIO";16231;Fabbricazione di porte e finestre in legno (escluse porte blindate);53;119,65
2008;16;"INDUSTRIA DEL LEGNO E DEI PRODOTTI IN LEGNO E SUGHERO, ESCLUSI I MOBILI; FABBRICAZIONE DI ARTICOLI IN PAGLIA E MATERIALI DA INTRECCIO";16232;Fabbricazione di altri elementi in legno e di falegnameria per l'edilizia;60;102,7
2008;16;"INDUSTRIA DEL LEGNO E DEI PRODOTTI IN LEGNO E SUGHERO, ESCLUSI I MOBILI; FABBRICAZIONE DI ARTICOLI IN PAGLIA E MATERIALI DA INTRECCIO";16240;Fabbricazione di imballaggi in legno;16;76,28
2008;16;"INDUSTRIA DEL LEGNO E DEI PRODOTTI IN LEGNO E SUGHERO, ESCLUSI I MOBILI; FABBRICAZIONE DI ARTICOLI IN PAGLIA E MATERIALI DA INTRECCIO";16291;Fabbricazione di prodotti vari in legno (esclusi i mobili);44;83,81
2008;16;"INDUSTRIA DEL LEGNO E DEI PRODOTTI IN LEGNO E SUGHERO, ESCLUSI I MOBILI; FABBRICAZIONE DI ARTICOLI IN PAGLIA E MATERIALI DA INTRECCIO";16293;Fabbricazione di articoli in paglia e materiali da intreccio;2;6
2008;16;"INDUSTRIA DEL LEGNO E DEI PRODOTTI IN LEGNO E SUGHERO, ESCLUSI I MOBILI; FABBRICAZIONE DI ARTICOLI IN PAGLIA E MATERIALI DA INTRECCIO";16294;Laboratori di corniciai;92;137,69
2008;17;FABBRICAZIONE DI CARTA E DI PRODOTTI DI CARTA;17110;Fabbricazione di pasta-carta;1;4
2008;17;FABBRICAZIONE DI CARTA E DI PRODOTTI DI CARTA;17120;Fabbricazione di carta e cartone;9;78,1
2008;17;FABBRICAZIONE DI CARTA E DI PRODOTTI DI CARTA;17210;Fabbricazione di carta e cartone ondulato e di imballaggi di carta e cartone (esclusi quelli in carta pressata);25;132,94
2008;17;FABBRICAZIONE DI CARTA E DI PRODOTTI DI CARTA;17220;Fabbricazione di prodotti igienico-sanitari e per uso domestico in carta e ovatta di cellulosa;5;54,54
2008;17;FABBRICAZIONE DI CARTA E DI PRODOTTI DI CARTA;17230;Fabbricazione di prodotti cartotecnici;74;252,02
2008;17;FABBRICAZIONE DI CARTA E DI PRODOTTI DI CARTA;17240;Fabbricazione di carta da parati;3;4,13
2008;17;FABBRICAZIONE DI CARTA E DI PRODOTTI DI CARTA;17290;Fabbricazione di altri articoli di carta e cartone;23;155,47
2008;18;STAMPA E RIPRODUZIONE DI SUPPORTI REGISTRATI;18110;Stampa di giornali;7;60,45
2008;18;STAMPA E RIPRODUZIONE DI SUPPORTI REGISTRATI;18120;Altra stampa;561;2461,07
2008;18;STAMPA E RIPRODUZIONE DI SUPPORTI REGISTRATI;18130;Lavorazioni preliminari alla stampa e ai media;306;1445,21
2008;18;STAMPA E RIPRODUZIONE DI SUPPORTI REGISTRATI;18140;Legatoria e servizi connessi;83;380,47
2008;18;STAMPA E RIPRODUZIONE DI SUPPORTI REGISTRATI;18200;Riproduzione di supporti registrati;59;223,31
2008;19;FABBRICAZIONE DI COKE E PRODOTTI DERIVANTI DALLA RAFFINAZIONE DEL PETROLIO;19100;Fabbricazione di prodotti di cokeria;1;13,89
2008;19;FABBRICAZIONE DI COKE E PRODOTTI DERIVANTI DALLA RAFFINAZIONE DEL PETROLIO;19201;Raffinerie di petrolio;7;270,27
2008;19;FABBRICAZIONE DI COKE E PRODOTTI DERIVANTI DALLA RAFFINAZIONE DEL PETROLIO;19202;Preparazione o miscelazione di derivati del petrolio (esclusa la petrolchimica);7;112,42
2008;19;FABBRICAZIONE DI COKE E PRODOTTI DERIVANTI DALLA RAFFINAZIONE DEL PETROLIO;19203;Miscelazione di gas petroliferi liquefatti (GPL) e loro imbottigliamento;2;263,82
2008;19;FABBRICAZIONE DI COKE E PRODOTTI DERIVANTI DALLA RAFFINAZIONE DEL PETROLIO;19204;Fabbricazione di emulsioni di bitume, di catrame e di leganti per uso stradale;4;6
2008;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20110;Fabbricazione di gas industriali;10;200,73
2008;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20120;Fabbricazione di coloranti e pigmenti;9;13,85
2008;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20130;Fabbricazione di altri prodotti chimici di base inorganici;17;203,67
2008;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20140;Fabbricazione di altri prodotti chimici di base organici;18;175,73
2008;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20150;Fabbricazione di fertilizzanti e composti azotati, esclusa la fabbricazione di compost;5;95,36
2008;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20160;Fabbricazione di materie plastiche in forme primarie;20;143,9
2008;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20170;Fabbricazione di gomma sintetica in forme primarie;2;21,47
2008;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20200;Fabbricazione di agrofarmaci e di altri prodotti chimici per l'agricoltura, esclusi i concimi;6;339,35
2008;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20300;Fabbricazione di pitture, vernici e smalti, inchiostri da stampa e adesivi sintetici;37;1236,94
2008;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20411;Fabbricazione di saponi, detergenti e di agenti organici tensioattivi, esclusi i prodotti per toletta;10;1278,34
2008;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20412;Fabbricazione di specialità chimiche per uso domestico e per manutenzione;5;7,53
2008;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20420;Fabbricazione di prodotti per toletta: profumi, cosmetici, saponi e simili;98;1386,96
2008;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20520;Fabbricazione di colle;4;84,2
2008;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20530;Fabbricazione di oli essenziali;8;19,47
2008;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20591;Fabbricazione di prodotti chimici per uso fotografico;1;1,44
2008;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20592;Fabbricazione di prodotti chimici organici ottenuti da prodotti di base derivati da processi di fermentazione o da materie prime vegetali;11;86,58
2008;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20593;Trattamento chimico degli acidi grassi;2;9,84
2008;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20594;Fabbricazione di prodotti chimici vari per uso industriale (compresi i preparati antidetonanti e antigelo);47;287,26
2008;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20595;Fabbricazione di prodotti chimici impiegati per ufficio e per il consumo non industriale;4;22,75
2008;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20596;Fabbricazione di prodotti ausiliari per le industrie tessili e del cuoio;7;64,32
2008;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20597;Fabbricazione di prodotti elettrochimici (esclusa produzione di cloro, soda e potassa) ed elettrotermici;3;147,89
2008;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20599;Fabbricazione di altri prodotti chimici nca;6;12,95
2008;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20600;Fabbricazione di fibre sintetiche e artificiali;8;73,38
2008;21;FABBRICAZIONE DI PRODOTTI FARMACEUTICI DI BASE E DI PREPARATI FARMACEUTICI;21100;Fabbricazione di prodotti farmaceutici di base;25;766,56
2008;21;FABBRICAZIONE DI PRODOTTI FARMACEUTICI DI BASE E DI PREPARATI FARMACEUTICI;21200;Fabbricazione di medicinali e preparati farmaceutici;85;7696,99
2008;22;FABBRICAZIONE DI ARTICOLI IN GOMMA E MATERIE PLASTICHE;22111;Fabbricazione di pneumatici e di camere d'aria;4;1077,52
2008;22;FABBRICAZIONE DI ARTICOLI IN GOMMA E MATERIE PLASTICHE;22190;Fabbricazione di altri prodotti in gomma;47;467,31
2008;22;FABBRICAZIONE DI ARTICOLI IN GOMMA E MATERIE PLASTICHE;22210;Fabbricazione di lastre, fogli, tubi e profilati in materie plastiche;37;158,82
2008;22;FABBRICAZIONE DI ARTICOLI IN GOMMA E MATERIE PLASTICHE;22220;Fabbricazione di imballaggi in materie plastiche;51;352,23
2008;22;FABBRICAZIONE DI ARTICOLI IN GOMMA E MATERIE PLASTICHE;22230;Fabbricazione di articoli in plastica per l'edilizia;19;57,74
2008;22;FABBRICAZIONE DI ARTICOLI IN GOMMA E MATERIE PLASTICHE;22290;Fabbricazione di altri articoli in materie plastiche;177;847,58
2008;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;23110;Fabbricazione di vetro piano;1;6,95
